Goals_pG,Assists_pG,Yel_pG,Red_pG,Shot_pG,Pass_success_rate,AerialsWon_pG,Rating
0.2,0,0.066666667,0,1.3,60.2,1.9,6.52
0,0.1,0,0,0.4,83.4,0.4,6.52
0.2,0,0.2,0.2,0.5,86.9,1.6,6.51
0.444444444,0,0,0,1.8,64,1.2,6.51
0.111111111,0.111111111,0.111111111,0,0.3,82,1.3,6.51
0.166666667,0,0.25,0,1.3,72.5,0.8,6.51
0.076923077,0.076923077,0.076923077,0,0.9,79.5,0.8,6.51
0,0,0.066666667,0,0.3,77.1,0.7,6.51
0,0,0.2,0,0.1,75.1,1,6.51
0,0.181818182,0.090909091,0,1.3,81.3,0.8,6.51
0,0.076923077,0.153846154,0,0.7,76.1,0.8,6.51
0,0.111111111,0.111111111,0,0.3,88.7,1.9,6.51
0,0.142857143,0.142857143,0,0.2,83.6,0.5,6.51
0,0,0.142857143,0,0.3,73.7,3.9,6.51
0.1,0,0.1,0,2.1,79.3,0.1,6.51
0,0,0.066666667,0,0.4,84.7,1.4,6.51
0,0,0.133333333,0,0,54.5,0.3,6.51
0,0,0.416666667,0,0.5,81,3.1,6.51
0,0,0.2,0,0.1,72.8,1.2,6.51
0,0,0.083333333,0,0,57.5,0.3,6.51
0,0,0.444444444,0,0.3,83.1,0.4,6.51
0,0,0.266666667,0,0.5,85,0.7,6.51
0.384615385,0.076923077,0,0,1.2,67.9,0.8,6.51
0.071428571,0.142857143,0.071428571,0,0.7,79.5,0.8,6.51
0.230769231,0.076923077,0.230769231,0,0.8,76.1,0.9,6.5
0.133333333,0.066666667,0.066666667,0,0.5,63.6,4,6.5
0,0,0.111111111,0,0,75.7,0.3,6.5
0.090909091,0,0.272727273,0,0.4,74.4,0.4,6.5
0,0.083333333,0.083333333,0,0.3,80.8,1.5,6.5
0.071428571,0,0.142857143,0,0.4,85.5,1.7,6.5
0,0,0.153846154,0.153846154,0.2,89.1,0.9,6.5
0.222222222,0.111111111,0.444444444,0,0.6,84,0.3,6.5
0,0.071428571,0.142857143,0,1.5,69.2,1.1,6.5
0.266666667,0,0,0,0.7,60.3,2.5,6.5
0.111111111,0.222222222,0,0,0.9,96.5,0,6.5
0,0.230769231,0.153846154,0,1.1,82.9,0.2,6.5
0.1,0.1,0.1,0,1.5,70.9,0.8,6.5
0.076923077,0.076923077,0,0,1.8,69.3,0.9,6.5
0,0.076923077,0.076923077,0,1.1,76,0.5,6.5
0,0,0.166666667,0.083333333,0,89.7,1.3,6.5
0.090909091,0.090909091,0,0,0.5,84.1,0.5,6.5
0,0,0.3,0,0.2,81.2,1.3,6.5
0.071428571,0.071428571,0,0,2,63.6,1.3,6.49
0.2,0,0.1,0,0.9,74.2,0.3,6.49
0,0,0.153846154,0.076923077,0.2,74.6,2.3,6.49
0,0,0.076923077,0.076923077,0.9,74.5,2.8,6.49
0.214285714,0,0,0,1.4,82.9,0.1,6.49
0.25,0,0.166666667,0,0.8,80.4,0.5,6.49
0,0.25,0,0,0.8,80.4,0.1,6.49
0,0,0.076923077,0,0.9,86.5,2.5,6.49
0,0,0.222222222,0,0.8,85,0.7,6.49
0,0.153846154,0.307692308,0,0.3,80.5,0.9,6.49
0.153846154,0.153846154,0.076923077,0,1.2,72.7,0.3,6.49
0,0,0.090909091,0,0.8,89.6,0.3,6.49
0,0.181818182,0,0,0.8,67,0.6,6.49
0,0.066666667,0.066666667,0,0.3,82.6,0.1,6.49
0.153846154,0,0.230769231,0,2,83,0.1,6.49
0,0,0,0,0.1,89.4,2.2,6.49
0,0,0,0,0,68.5,0.1,6.49
0,0,0.071428571,0,0,71.3,0,6.49
0,0,0.1,0,0.7,82.7,0.7,6.48
0.111111111,0,0,0,0.6,87.7,0.1,6.48
0.083333333,0,0.166666667,0,0.7,72,0.8,6.48
0,0,0,0,0.3,84.9,0.2,6.48
0.2,0,0.1,0,0.7,69.7,1.1,6.48
0.090909091,0.181818182,0.181818182,0,1.9,71.9,0.7,6.48
0.2,0.066666667,0.066666667,0,1.1,75.4,0.5,6.48
0.083333333,0,0,0,0.3,74.1,0.5,6.48
0.083333333,0,0,0,0.8,89.9,0.8,6.48
0.111111111,0,0.111111111,0,1.4,69.1,2.1,6.48
0.083333333,0,0.166666667,0,0.4,77.6,1.2,6.48
0.1,0,0.1,0,0.2,78.6,1.7,6.48
0.071428571,0.071428571,0.214285714,0,1.4,79.3,0.4,6.48
0.083333333,0,0.083333333,0,0.6,92.8,1,6.48
0.133333333,0,0.333333333,0,0.5,77.9,0.5,6.48
0,0,0.153846154,0,0.6,76.6,1.4,6.48
0,0,0.153846154,0,0.1,83.6,0.8,6.48
0.2,0,0.1,0,0.9,82.4,0.8,6.48
0,0.142857143,0,0.071428571,1.6,75.1,0.7,6.48
0.066666667,0,0.066666667,0,0.4,84.3,0.8,6.47
0,0,0.230769231,0,0.5,88.6,2,6.47
0.090909091,0,0.181818182,0,0.4,86.8,0.5,6.47
0,0,0.071428571,0,0.9,85.2,0.4,6.47
0.1,0,0.1,0,1.1,88.2,2,6.47
0,0.3,0.1,0,0.3,85,0.2,6.47
0,0,0.090909091,0,0.1,83.8,0.6,6.47
0,0,0.153846154,0,0.3,81,0.8,6.47
0,0,0.230769231,0,0,54.2,0.1,6.47
0.071428571,0,0.071428571,0,1.1,61.1,0.5,6.47
0.090909091,0,0.272727273,0,1.2,77.3,1.6,6.47
0.2,0.133333333,0,0,0.9,79.6,0.3,6.47
0.142857143,0.071428571,0,0,2,68.8,0.4,6.47
0,0,0.1,0,0.2,81.4,0.1,6.47
0,0,0.214285714,0,0,67.8,0.2,6.47
0.090909091,0.090909091,0.090909091,0,0.5,72.3,0.4,6.47
0.230769231,0.076923077,0.153846154,0,1.2,79.1,0.4,6.47
0,0,0.083333333,0,0.8,81.2,2.3,6.47
0,0.090909091,0,0,0.3,77.2,0.5,6.47
0.111111111,0,0.111111111,0,0.7,83.8,0.8,6.47
0.1,0,0,0,0.9,81.3,0.3,6.47
0,0.083333333,0.083333333,0,1.3,81.2,0.7,6.46
0,0,0.181818182,0,0.2,87.7,1,6.46
0,0,0.083333333,0,0.2,83.9,1.2,6.46
0,0,0,0,0.4,83.9,0.4,6.46
0,0.1,0.1,0,0.5,69.1,0,6.46
0,0.066666667,0.066666667,0,1.1,72.8,1.1,6.46
0.076923077,0.153846154,0.076923077,0,0.9,82.6,0.5,6.46
0,0,0.076923077,0.153846154,0.4,84.5,1.2,6.46
0,0,0,0,0.5,76.3,0.8,6.46
0,0,0.133333333,0,0.2,83.8,1.8,6.46
0.090909091,0,0.090909091,0,0.2,85.6,0.3,6.46
0,0,0.363636364,0,0.2,82.9,1.3,6.46
0,0,0.230769231,0,0.5,74.4,0.5,6.46
0.133333333,0,0.2,0,1.6,69.5,0.3,6.46
0.071428571,0,0,0,0.9,79.3,0.4,6.46
0.076923077,0.076923077,0.230769231,0,1.7,71.6,1.7,6.46
0,0,0.214285714,0,0.4,77.8,2.6,6.46
0,0,0,0,0.6,89.2,1.3,6.46
0.076923077,0,0.076923077,0,0.2,82.8,0.8,6.46
0,0,0.266666667,0,0.7,84.8,0.4,6.46
0.076923077,0,0.230769231,0.153846154,0.6,83.3,1.6,6.45
0,0.066666667,0.266666667,0,0.2,80.2,0.8,6.45
0,0.1,0.1,0,0.5,76.5,0.5,6.45
0.2,0,0.133333333,0,2.3,63.3,1.3,6.45
0,0,0,0,0,67.8,0.1,6.45
0,0,0,0.071428571,0,69.9,0.2,6.45
0,0.3,0.2,0,0.5,78.8,0.3,6.45
0,0,0.111111111,0,0.4,75,1.1,6.45
0,0.1,0.1,0.1,0.9,77,0.8,6.45
0,0,0,0,0.1,84.1,1.2,6.45
0.153846154,0,0.230769231,0,1.9,66.7,0.9,6.45
0,0.214285714,0,0,0.4,79.4,0.5,6.45
0.111111111,0.222222222,0,0,0.7,87.4,0.1,6.45
0,0,0.428571429,0,0,89.5,0.3,6.45
0,0.153846154,0.230769231,0,0.6,82.9,0,6.44
0.133333333,0.066666667,0,0.066666667,1.2,81.7,0,6.44
0.111111111,0.333333333,0.111111111,0,0.8,76.6,0.4,6.44
0.2,0,0,0,0.4,87.5,1.8,6.44
0.071428571,0.214285714,0,0,1.3,74.9,0.1,6.44
0.214285714,0,0.142857143,0,2,75.4,1,6.44
0,0,0,0,0.1,80.4,0.9,6.44
0,0,0.133333333,0,0.8,73.9,0.4,6.44
0,0.083333333,0,0,0.4,78.8,0.6,6.44
0,0,0.153846154,0,0.8,78.1,0.9,6.44
0,0,0.222222222,0,0.2,83.3,1.6,6.44
0,0.076923077,0.307692308,0,0.5,78.3,0.3,6.44
0,0,0.166666667,0,1.5,73.9,0.2,6.44
0.090909091,0,0.090909091,0,1.7,61.6,2.5,6.44
0,0,0.3,0,0,58.1,0.2,6.44
0,0,0.428571429,0,0.6,71.7,3.1,6.44
0.333333333,0.111111111,0.222222222,0.111111111,1.9,63.8,1.2,6.44
0.166666667,0,0,0,0.8,88,0.5,6.44
0.111111111,0,0.555555556,0.111111111,0.4,78.8,1.6,6.44
0,0.142857143,0.142857143,0,0.1,72,0.7,6.44
0.083333333,0,0,0,0.7,73.1,1.4,6.44
0,0,0,0,1.7,74.4,0.1,6.44
0,0.153846154,0.076923077,0,0.5,86.5,0.6,6.44
0,0,0.066666667,0,0.1,60.2,0.2,6.44
0,0,0.416666667,0,0.1,74.5,2.5,6.44
0,0.153846154,0,0,1,72.5,0.2,6.43
0,0.083333333,0.166666667,0,0.5,85.9,0.3,6.43
0,0.1,0,0,0.3,72.8,0.4,6.43
0.166666667,0.083333333,0.083333333,0,1.4,76.3,1.5,6.43
0.230769231,0,0.230769231,0.076923077,1.8,80.5,0.4,6.43
0.4,0,0.2,0,1.3,75.9,0.5,6.43
0,0,0,0,0.8,84.8,0,6.43
0,0,0.357142857,0,0.4,83.4,1.8,6.43
0,0,0.083333333,0,0,72.8,0.3,6.43
0.181818182,0,0,0,1,83.2,0.4,6.43
0.2,0,0.2,0,1.9,68.3,1.2,6.43
0,0,0.083333333,0,0.1,69.5,0.4,6.43
0,0.142857143,0.142857143,0,0.3,71.6,0.6,6.43
0.083333333,0.083333333,0.25,0,0.4,84.4,0.6,6.43
0,0,0.133333333,0,0.5,92.1,0.9,6.43
0,0,0.181818182,0.090909091,0.5,78.3,0.6,6.43
0.071428571,0,0,0,0.4,80.9,0.6,6.43
0.071428571,0,0,0,0.3,63.2,0.9,6.43
0,0.142857143,0.071428571,0,0.6,75.7,0.6,6.43
0.1,0.1,0,0,0.7,72.4,0.2,6.43
0.076923077,0,0.076923077,0,0.2,88.3,1.5,6.43
0.076923077,0,0.384615385,0,0.3,86,1.8,6.43
0,0,0.071428571,0,0.1,75.6,1.1,6.42
0.133333333,0.066666667,0.066666667,0,0.5,77.2,0.5,6.42
0.090909091,0.090909091,0,0,0.5,58.6,1.5,6.42
0.076923077,0,0.230769231,0.076923077,0.6,84.5,1.1,6.42
0,0,0.166666667,0,0.4,70.4,0.8,6.42
0,0.181818182,0.181818182,0,1.1,78.5,0.3,6.42
0,0.083333333,0.166666667,0,0.2,85.6,0.5,6.42
0,0,0,0,0.2,83.9,1,6.42
0,0,0.133333333,0,0.3,85.8,1.5,6.42
0.1,0.1,0,0,0.6,58,2,6.42
0,0,0.285714286,0,0.6,86.7,1.4,6.42
0.1,0.2,0.2,0,0.6,65.4,0.5,6.42
0,0,0.384615385,0,0.2,72.9,0.7,6.42
0,0,0.111111111,0,0.2,67.4,1.1,6.42
0,0,0.083333333,0,0.1,80.7,0.6,6.42
0.1,0,0.1,0,0.5,83.2,0.2,6.41
0.076923077,0.153846154,0,0,1,86.6,0.2,6.41
0,0,0.071428571,0,0.2,75.1,1.2,6.41
0.2,0.2,0,0,1.1,68.1,0.6,6.41
0.166666667,0,0.083333333,0,1.6,76.5,1.3,6.41
0,0.2,0.3,0,1.6,68.6,1.7,6.41
0,0.083333333,0.083333333,0,0.1,85.7,0.4,6.41
0,0,0.083333333,0,0.4,68.6,1.8,6.41
0.071428571,0,0.214285714,0,0.8,65.3,1,6.41
0,0.214285714,0.214285714,0,0.6,65.2,0.5,6.41
0.166666667,0.166666667,0.166666667,0,0.4,85.8,0.3,6.41
0.1,0,0.1,0,1.5,71.6,3.1,6.41
0,0.090909091,0.090909091,0,0,69.8,0.3,6.41
0,0,0.230769231,0,0.1,82.8,1.8,6.41
0.076923077,0.076923077,0.153846154,0,0.6,74.2,0.9,6.41
0.066666667,0.066666667,0.133333333,0,1.1,68.9,0.2,6.41
0.083333333,0,0,0,1,54.7,2.8,6.41
0.090909091,0.090909091,0.272727273,0,0.7,82.7,0,6.41
0,0,0.222222222,0,0.1,91.1,1.4,6.41
0.066666667,0.066666667,0.2,0,0.9,77.9,1.4,6.4
0,0.083333333,0.083333333,0,0.8,73,0,6.4
0,0,0.222222222,0,0.1,84.1,0.4,6.4
0,0,0.272727273,0,1.1,75.4,0.5,6.4
0.076923077,0,0,0,1.2,74.5,0.7,6.4
0,0,0,0,0,76.4,0.3,6.4
0,0,0,0,0.4,78,0.2,6.4
0.230769231,0.076923077,0,0,1.2,74.8,0.5,6.4
0,0,0.307692308,0,0.5,76.4,0.5,6.4
0.222222222,0,0.111111111,0,2.7,71.4,1.2,6.4
0,0.090909091,0,0,1,67.5,0.5,6.4
0,0.071428571,0.142857143,0,0.8,80.7,0.1,6.4
0,0,0.357142857,0,0.3,86.2,1.3,6.4
0,0.153846154,0.153846154,0,1.2,83.1,0.3,6.4
0,0,0,0,0.1,77.7,0.4,6.4
0,0.083333333,0.083333333,0,1.2,73.6,0.2,6.4
0,0.090909091,0.181818182,0,0.7,83.4,0.4,6.39
0.133333333,0,0.266666667,0,1.1,54.5,2.8,6.39
0.1,0,0.2,0,2.5,76.6,1.5,6.39
0.230769231,0.076923077,0.076923077,0,0.7,73,0.3,6.39
0.090909091,0,0.272727273,0,0.1,83.1,1.5,6.39
0,0,0.222222222,0,0.8,85.7,0.4,6.39
0,0.076923077,0.076923077,0.076923077,1.2,84.1,0.6,6.39
0.090909091,0.090909091,0.090909091,0,0.5,54.8,0.7,6.39
0.230769231,0,0,0,1.8,74.1,0.1,6.39
0.272727273,0,0.090909091,0,1.7,73.9,1.5,6.39
0.071428571,0,0.214285714,0,1.1,82.1,1.1,6.39
0,0,0,0,0.3,82.6,0.7,6.39
0,0,0.272727273,0,0.3,92.9,1.8,6.39
0,0,0.538461538,0,0.4,90.8,0.3,6.39
0.142857143,0.071428571,0.071428571,0,1,56.6,1.1,6.39
0,0,0.285714286,0,0.9,76.3,0.4,6.38
0.083333333,0.083333333,0.083333333,0,1.6,75.1,0.6,6.38
0,0,0.222222222,0,0.7,94.6,0.1,6.38
0,0.083333333,0.166666667,0,0.3,70.5,0.7,6.38
0,0,0.357142857,0,0.5,60.1,1.4,6.38
0.090909091,0.090909091,0.181818182,0,0.4,84.9,0.2,6.38
0.090909091,0,0,0,0.5,90.3,0,6.38
0,0.1,0.4,0,0.1,70.1,1.9,6.38
0.111111111,0,0.111111111,0,0.4,75.3,0.6,6.38
0,0,0,0.090909091,0.2,86.6,1.2,6.38
0,0,0.307692308,0,0.4,85.5,1.2,6.38
0,0.222222222,0,0,0.6,80.9,0.3,6.38
0.090909091,0,0.181818182,0,1.3,81.3,0.1,6.38
0.222222222,0,0.111111111,0,1,79.3,0.8,6.38
0,0,0,0,0.5,89.1,0.8,6.37
0.111111111,0,0.111111111,0,0.7,81.5,0.1,6.37
0,0.166666667,0.083333333,0,1.1,81.1,0.3,6.37
0.066666667,0.066666667,0.066666667,0,1.6,85.4,0.2,6.37
0,0,0.166666667,0,1.3,82.4,0.3,6.37
0,0.166666667,0.083333333,0,0.3,82.3,0.3,6.37
0,0,0.222222222,0,0.1,82.2,2.7,6.37
0,0,0.25,0,0.4,85.1,1.8,6.37
0.083333333,0.166666667,0.166666667,0.083333333,0.8,80.1,0.7,6.37
0,0,0.111111111,0,0.8,75.8,0.6,6.37
0,0,0.333333333,0,0.3,80.7,2.3,6.37
0,0,0.111111111,0.111111111,0.7,80.7,2.3,6.37
0.083333333,0.083333333,0,0,0.3,75.3,0.9,6.37
0.142857143,0.071428571,0.142857143,0,1,70.5,0.7,6.37
0,0,0,0,0.2,85.3,0.4,6.37
0,0,0.076923077,0,0.2,87.4,0.5,6.37
0,0,0.133333333,0,0,59.1,0.1,6.37
0,0,0.133333333,0,0.5,67,0.8,6.37
0.083333333,0,0.166666667,0,0.5,76.1,0.1,6.37
0,0,0,0,0.6,88.2,0.4,6.36
0.2,0.1,0.1,0.2,1.1,81.7,0.7,6.36
0,0.076923077,0.384615385,0,0.8,71.8,1.7,6.36
0,0.2,0.133333333,0,0.7,64.6,1.3,6.36
0,0,0.153846154,0,0.7,70.9,0.9,6.36
0,0,0.307692308,0,0.1,81.2,0.4,6.36
0.142857143,0,0.285714286,0,1.6,69,0.1,6.36
0,0,0.444444444,0,0.6,80.8,0.6,6.36
0,0,0.272727273,0.090909091,0.4,84.5,1.1,6.36
0.090909091,0,0.181818182,0,0.6,79.7,0.2,6.35
0,0,0.111111111,0,0.2,80.3,1.2,6.35
0.076923077,0.076923077,0.076923077,0,1.8,66.4,0.5,6.35
0.071428571,0.071428571,0,0,1.1,77.5,0.1,6.35
0.066666667,0.266666667,0.066666667,0,0.8,59.3,0.8,6.35
0,0,0.25,0,0,70.6,0.3,6.35
0,0,0.181818182,0,0.4,73.8,0.3,6.35
0,0,0.1,0,0.1,75.7,0.9,6.35
0,0,0.181818182,0,0.3,80.4,0.7,6.35
0.142857143,0,0.214285714,0,1.4,71.8,1.4,6.35
0,0,0.153846154,0,0.5,82.1,0.7,6.35
0,0,0.1,0.1,0.2,92.4,1.2,6.35
0.222222222,0.111111111,0.111111111,0,0.8,85.7,0.3,6.34
0,0,0.222222222,0,0.7,76.6,1,6.34
0,0.076923077,0.076923077,0,1.1,72.1,0.2,6.34
0.083333333,0,0.166666667,0,0.8,79.9,0.6,6.34
0.071428571,0,0.071428571,0,0.6,83.8,0.2,6.34
0.071428571,0.071428571,0.142857143,0,0.7,76.9,0.5,6.34
0,0,0.272727273,0,0.5,80.5,0.7,6.34
0,0.1,0,0,0.7,78.1,0.6,6.34
0,0,0,0,0.2,79.7,0.8,6.34
0,0.083333333,0.333333333,0,0.8,83.6,0.7,6.34
0,0,0.066666667,0,0.3,75.9,1.1,6.34
0,0,0.1,0,0.4,77.2,0.6,6.34
0.066666667,0.066666667,0,0,0.8,66.9,0.1,6.34
0,0,0,0,0.7,76.2,0.4,6.34
0,0,0.4,0,0.3,89.8,0.6,6.33
0,0,0.272727273,0,0.7,80.3,1.5,6.33
0.076923077,0.076923077,0.076923077,0,0.5,79.2,0.2,6.33
0.066666667,0,0,0,1.3,78.7,0.1,6.33
0,0,0.4,0,0.6,79.9,0.8,6.33
0.230769231,0.153846154,0.153846154,0,1.2,70.4,1,6.33
0.090909091,0,0.181818182,0.090909091,1.4,66.7,0.9,6.33
0,0,0.066666667,0,0,78.7,0,6.33
0.166666667,0.083333333,0.166666667,0.083333333,1.9,60.9,0.5,6.33
0,0.090909091,0,0,0.1,82.8,1.2,6.33
0,0.111111111,0,0,1.2,66.7,0.9,6.33
0.071428571,0.071428571,0.071428571,0,1.1,75.2,0.6,6.33
0,0,0,0.083333333,0.3,79.1,1.3,6.33
0,0,0,0,0,82.4,0.1,6.33
0.166666667,0.25,0.166666667,0.083333333,0.8,67.6,1,6.33
0.090909091,0,0.090909091,0,0.6,68.5,1,6.33
0,0,0.416666667,0,0.2,84.3,0.6,6.32
0,0,0,0,0,79.9,0.3,6.32
0,0,0.090909091,0,0.2,82.5,0.6,6.32
0.214285714,0.071428571,0.214285714,0,1.8,63.5,0.9,6.32
0.153846154,0,0,0.076923077,0.7,75.2,1.5,6.32
0,0,0.181818182,0,0.5,87.4,0.5,6.32
0,0,0.111111111,0,0.8,62.6,0.4,6.32
0,0,0.2,0,0.6,86.9,0.5,6.32
0,0,0.083333333,0,0.7,69.7,0.8,6.32
0.071428571,0.071428571,0.071428571,0,1.6,76.7,0.1,6.32
0,0.083333333,0,0,0.3,75.6,0.4,6.32
0.076923077,0,0,0,1,63.2,0.5,6.32
0,0.076923077,0.153846154,0.076923077,0.5,63.1,0.5,6.32
0,0,0,0,0,56,0.1,6.32
0,0,0.2,0,0.2,87.7,0.5,6.32
0,0,0.1,0,0.9,81.6,0,6.31
0.076923077,0,0,0,1.5,83.7,0.2,6.31
0,0,0.181818182,0,0.1,85.2,0.6,6.31
0,0.1,0,0,0.2,79.3,0.6,6.31
0.076923077,0,0,0,0.2,70,0.5,6.31
0,0.111111111,0,0,0.2,77.2,0,6.31
0,0,0.285714286,0,0.1,81.2,1.7,6.31
0,0,0.266666667,0,0.3,91.2,0.2,6.31
0.090909091,0.090909091,0.090909091,0,1.1,76.6,0.9,6.31
0,0,0,0,0.6,83.4,0.6,6.31
0.071428571,0,0.142857143,0,1.2,74.9,0.9,6.31
0.076923077,0.076923077,0.076923077,0,0.5,62.1,1.7,6.31
0,0.076923077,0.230769231,0.076923077,0.1,81.8,0.5,6.31
0,0.076923077,0.307692308,0,1.1,85.6,0.4,6.31
0.111111111,0,0,0,0.8,78.8,0.3,6.31
0,0,0.230769231,0,0.2,83.4,1,6.31
0,0.083333333,0.333333333,0,1.3,91.3,0.2,6.31
0.076923077,0.076923077,0.153846154,0,0.8,83,0.4,6.31
0,0,0.083333333,0,0.2,84.3,0.3,6.31
0,0.076923077,0.153846154,0,0.2,90.8,0.3,6.31
0.1,0.1,0.1,0,1.1,87.2,0.6,6.31
0,0,0.181818182,0,0.3,49.5,4.3,6.3
0.090909091,0,0.090909091,0,1.5,55.1,2.2,6.3
0,0.230769231,0.384615385,0,0.6,84.1,0.4,6.3
0,0,0.076923077,0,0.7,75,0.2,6.3
0,0,0,0,0.1,79.1,0.3,6.3
0,0,0.2,0,0.3,84.4,0.3,6.3
0,0,0.090909091,0,0.2,91.1,0.6,6.3
0.071428571,0.142857143,0.142857143,0,0.4,56.9,1.9,6.3
0.090909091,0.090909091,0.363636364,0,1.2,73.1,1.8,6.3
0.272727273,0,0.181818182,0,0.5,62.2,1.2,6.3
0,0.1,0,0,0,80.3,0,6.29
0,0.071428571,0.071428571,0,0.8,92.4,0.5,6.29
0,0.083333333,0.416666667,0,0.7,70.1,1.2,6.29
0,0,0,0.1,0.3,91.2,1,6.29
0.066666667,0.066666667,0.266666667,0,0.6,70.9,0.2,6.29
0.076923077,0.076923077,0.076923077,0.076923077,0.5,76.8,0.5,6.29
0,0,0.25,0,0.2,86.4,0.8,6.29
0,0,0.222222222,0,0.3,74.1,0.1,6.29
0,0,0,0,0.3,76.8,0.8,6.29
0,0,0.090909091,0.090909091,0.7,82.6,0.6,6.28
0.071428571,0,0.142857143,0,0.9,81.8,0.4,6.28
0,0,0.272727273,0,0.5,81,0.4,6.28
0,0.111111111,0.111111111,0,0.4,88.6,0,6.28
0,0,0.071428571,0,0.6,80,0.3,6.28
0,0.111111111,0.222222222,0,0.2,73.6,0,6.28
0,0,0.181818182,0,0.5,84.1,0.2,6.27
0.111111111,0,0.111111111,0.111111111,0.4,88.5,0.8,6.27
0,0.111111111,0,0.111111111,0.4,82.3,0.2,6.27
0.153846154,0.076923077,0.076923077,0,2.1,63.2,0.4,6.27
0.153846154,0,0.153846154,0,0.9,73.7,1.2,6.27
0,0,0.6,0,0.2,80.2,0,6.27
0,0,0.333333333,0,0.2,84.2,1.2,6.27
0,0,0,0,0.4,84.8,0.4,6.27
0,0,0.214285714,0,0.4,91.6,0.1,6.27
0,0.071428571,0,0,0.4,82.3,0.3,6.27
0,0.090909091,0.181818182,0,0,83.1,0.5,6.27
0,0,0.153846154,0,0.9,89.5,0.3,6.26
0,0,0.333333333,0,0.4,71.2,0.8,6.26
0,0.111111111,0,0.111111111,0.7,77.6,1,6.26
0.1,0.1,0,0,0.8,73.8,0.5,6.26
0.083333333,0,0,0,0.5,62.3,0.8,6.26
0,0,0.1,0,0.5,77.4,0.5,6.26
0,0,0.4,0,0.3,88.8,0.5,6.26
0.1,0,0.1,0,1.3,82.1,0.5,6.26
0.1,0,0.1,0.1,1.5,56.3,1.4,6.26
0,0,0.1,0,0.2,80.9,0.3,6.26
0,0,0,0,0,79.4,0.1,6.26
0.071428571,0,0,0,0.7,89.3,0.1,6.26
0.076923077,0.076923077,0,0,0.5,72.7,0.2,6.26
0.076923077,0,0.076923077,0,0.9,83.2,0.2,6.25
0,0,0.181818182,0.181818182,0.5,84.1,0.6,6.25
0,0,0,0,0.1,83.6,1.2,6.25
0,0,0.083333333,0,0.3,83.6,0,6.25
0.142857143,0,0,0,0.6,72.2,0.5,6.25
0.076923077,0.076923077,0.076923077,0,0.8,82.8,0.3,6.25
0,0,0.357142857,0,0.7,77.1,0.5,6.25
0,0.1,0.1,0,0.8,69.6,1.2,6.25
0,0,0,0,0.4,77.7,0,6.25
0.1,0,0,0,0.8,70.9,0.8,6.25
0,0,0.181818182,0,0.2,75.3,0.5,6.25
0.076923077,0,0.076923077,0.153846154,0.3,86.2,1.7,6.24
0,0,0.142857143,0,1.2,85,0.3,6.24
0,0.076923077,0.307692308,0,0.4,80.1,0.2,6.24
0.1,0,0,0,0.6,50,0.1,6.24
0,0,0.133333333,0,0.4,87.4,1.1,6.24
0.090909091,0,0.272727273,0,2,69,0.4,6.24
0.230769231,0,0,0,1.2,78.3,0.5,6.24
0,0,0.111111111,0.111111111,0,84.6,0.9,6.24
0.111111111,0,0.111111111,0.111111111,0.2,84.4,1.4,6.24
0,0.071428571,0,0,0.3,62.1,0.6,6.24
0.1,0,0.1,0,0.5,62.8,0.2,6.24
0,0,0.25,0,0.1,77.8,0.8,6.24
0.1,0,0.1,0,0.4,81.6,2,6.24
0,0,0.333333333,0,0.3,81.3,0.7,6.24
0,0,0.071428571,0,0.4,74.9,0.9,6.24
0,0,0.1,0,0.1,86.9,0.3,6.24
0.071428571,0,0,0,0.4,63.2,1.1,6.24
0,0,0.111111111,0,0.9,62.3,0.1,6.23
0.133333333,0,0.133333333,0,1.3,61.3,0.7,6.23
0,0.111111111,0.222222222,0,0.1,67.3,0.7,6.23
0.071428571,0.071428571,0.071428571,0,0.3,65.4,0.9,6.23
0.2,0,0,0,0.6,72.1,0.4,6.23
0,0.1,0.1,0,0.4,84.5,0.4,6.23
0,0.111111111,0.222222222,0,0.2,84.6,1.6,6.23
0.076923077,0,0.153846154,0,0.7,83.3,0.4,6.23
0,0.1,0.1,0,0.4,85.4,0.4,6.23
0.222222222,0,0,0,0.9,72.8,0,6.23
0,0,0,0,0.8,87,0.6,6.23
0,0,0.090909091,0,0.5,85.6,0.2,6.23
0,0,0.166666667,0,1.1,67.9,2.7,6.22
0,0,0.166666667,0,0.8,68.8,0.9,6.22
0,0,0,0,0.1,84.9,0.5,6.22
0,0,0,0,0.5,89.6,0.2,6.22
0,0,0.214285714,0,0,66.3,0.9,6.22
0.166666667,0,0.166666667,0,1.1,73.4,1,6.22
0.071428571,0.071428571,0,0,0.7,74.8,0.3,6.22
0,0,0.111111111,0,0.4,67.4,1,6.22
0,0,0.090909091,0.090909091,0.8,61.5,2,6.22
0,0,0,0,0.9,59.5,0.7,6.22
0,0.142857143,0.071428571,0,0.9,89.8,0.1,6.22
0,0,0.111111111,0,0.4,68.4,1,6.22
0.142857143,0,0.142857143,0,0.2,59.2,1.6,6.22
0.2,0,0.1,0.2,1.3,65,3.2,6.22
0.090909091,0,0.181818182,0,0.5,76.4,0.7,6.21
0,0,0.090909091,0,0.5,81.3,0.5,6.21
0,0,0.307692308,0,0.9,77.3,0.4,6.21
0.083333333,0,0.083333333,0,0.3,84,0.2,6.21
0,0.142857143,0.071428571,0,0.2,78.2,1.1,6.21
